PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-16-301-005-0000,5911 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78656918, -87.64221558)"
20-21-328-031-0000,7036 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.76607559, -87.63506524)"
20-16-113-015-0000,5737 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.78956587, -87.64346725)"
20-29-209-005-0000,7209 S MAY ST,0,6,ENGLEWOOD,RT-4,"(41.76286397, -87.65249901)"
20-16-110-028-0000,532 W 57TH ST,0,20,ENGLEWOOD,RS-3,"(41.79102659, -87.63911693)"
20-21-105-037-0000,6356 S NORMAL BLVD,4689,20,ENGLEWOOD,RT-4,"(41.7782377, -87.63783396)"
20-16-100-011-0000,5535 S HALSTED ST,0,20,ENGLEWOOD,B3-2,"(41.79288043, -87.64475529)"
20-28-122-010-0000,7432 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75881117, -87.63876381)"
20-16-204-055-0000,5632 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79175871, -87.62958821)"
20-20-405-012-0000,6727 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77153619, -87.6478668)"
20-21-110-017-0000,631 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77777751, -87.64118054)"
20-16-205-015-0000,5631 S LA SALLE ST,0,3,ENGLEWOOD,M1-1,"(41.7916676, -87.62885042)"
20-16-209-014-0000,330 W 58TH ST,0,20,ENGLEWOOD,RS-3,"(41.78910218, -87.63408984)"
20-16-204-043-0000,5550 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79272643, -87.62961382)"
20-16-219-010-0000,5761 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78913303, -87.62879263)"
20-16-300-016-0000,5943 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.7857408, -87.64458918)"
20-20-210-022-0000,6402 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77764368, -87.65115998)"
20-16-100-018-0000,5603 S HALSTED ST,0,20,ENGLEWOOD,C2-2,"(41.79231275, -87.64473988)"
20-17-214-007-0000,5625 S PEORIA ST,4375,20,ENGLEWOOD,RS-3,"(41.79173828, -87.6471717)"
20-21-116-007-0000,741 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.77590675, -87.64287942)"
20-20-202-005-0000,1049 W 63RD ST,3250,16,ENGLEWOOD,C1-2,"(41.77939217, -87.65152227)"
20-17-401-037-0000,5932 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78592177, -87.6525876)"
20-29-119-052-0000,7236 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76212762, -87.65439268)"
20-21-321-001-0000,7003 S HALSTED ST,5800,6,ENGLEWOOD,B1-2,"(41.76687012, -87.64430791)"
20-16-101-018-0000,5549 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.79252953, -87.64354881)"
20-17-406-051-0000,853 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.78677332, -87.6470432)"
20-21-306-012-0000,6837 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76951218, -87.64414612)"
20-20-201-003-0000,1121 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77937224, -87.65292555)"
20-16-113-007-0000,5715 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.79016856, -87.64348383)"
20-17-431-002-0000,6217 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.78119175, -87.6457042)"
20-21-308-014-0000,638 W 69TH ST,0,6,ENGLEWOOD,B3-2,"(41.76909185, -87.64124766)"
20-20-431-002-0000,7005 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.76677594, -87.64532853)"
20-16-305-030-0000,5920 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78647921, -87.63678727)"
20-21-321-031-0000,7036 S EMERALD AVE,3125,6,ENGLEWOOD,RS-3,"(41.76594569, -87.64353619)"
20-16-121-005-0000,5811 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.78845426, -87.6434364)"
20-29-215-027-0000,7206 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76304938, -87.64472869)"
20-16-321-005-0000,6219 S HALSTED ST,3509,16,ENGLEWOOD,PD 560,"(41.78079184, -87.64443913)"
20-16-219-032-0000,5847 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78759826, -87.62874563)"
20-20-315-029-0000,6822 S RACINE AVE,0,17,WEST ENGLEWOOD,B1-1,"(41.76979927, -87.65438835)"
20-28-102-017-0000,7151 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76375218, -87.64107638)"
20-16-303-001-0000,525 W 59TH ST,0,20,ENGLEWOOD,B3-1,"(41.78686056, -87.63965298)"
20-16-415-021-0000,325 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78323876, -87.63369145)"
20-16-212-021-0000,5728 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.79017223, -87.62954851)"
20-16-318-068-0000,640 W 62ND ST,3175,16,ENGLEWOOD,RS-3,"(41.78188433, -87.64159376)"
20-29-216-013-0000,7333 S RACINE AVE,0,17,ENGLEWOOD,B1-1,"(41.76040889, -87.65365085)"
20-16-105-035-0000,416 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79338923, -87.63630114)"
20-17-423-057-0000,806 W 63RD ST,0,16,ENGLEWOOD,PD 1227,"(41.78252312, -87.64526916)"
20-16-204-015-0000,5613 S WENTWORTH AVE,0,3,ENGLEWOOD,B3-1,"(41.79235979, -87.63012861)"
20-28-108-022-0000,7202 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76324176, -87.64340985)"
20-16-216-017-0000,317 W 58TH ST,0,20,ENGLEWOOD,RS-3,"(41.78855621, -87.63362022)"
20-16-321-047-0000,633 W 62ND ST,0,16,ENGLEWOOD,RS-3,"(41.7813622, -87.64128019)"
20-16-200-018-0000,344 W 56TH PL,0,3,ENGLEWOOD,RS-3,"(41.79213162, -87.63475059)"
20-17-403-007-0000,1005 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78669273, -87.65010607)"
20-16-102-062-0000,5548 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.7925899, -87.64181333)"
20-16-315-068-0000,622 W 61ST PL,0,16,ENGLEWOOD,RS-3,"(41.78281038, -87.64098272)"
20-28-123-002-0000,7405 S PARNELL AVE,0,6,ENGLEWOOD,RS-3,"(41.75959035, -87.63805255)"
20-17-207-010-0000,5545 S GREEN ST,0,20,ENGLEWOOD,RS-3,"(41.7925443, -87.64617994)"
20-17-218-038-0000,5736 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78946959, -87.65125594)"
20-21-130-018-0000,418 W MARQUETTE RD,0,6,ENGLEWOOD,RT-4,"(41.77290034, -87.6357354)"
20-16-111-009-0000,433 W 56TH PL,0,20,ENGLEWOOD,RS-3,"(41.79145666, -87.6368097)"
20-16-209-012-0000,334 W 58TH ST,0,20,ENGLEWOOD,RS-3,"(41.78909879, -87.63427381)"
20-16-200-011-0000,5529 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.79347201, -87.63495748)"
20-16-102-081-0000,5642 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.79123364, -87.64177672)"
20-29-119-026-0000,1215 W 72ND PL,0,6,WEST ENGLEWOOD,RS-2,"(41.76205386, -87.65473199)"
20-29-215-036-0000,7232 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76236345, -87.64471157)"
20-21-106-010-0000,6347 S NORMAL BLVD,4433,20,ENGLEWOOD,RT-4,"(41.77845615, -87.63714016)"
20-20-413-025-0000,6804 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.77036895, -87.64732758)"
20-21-129-001-0000,6601 S NORMAL BLVD,4849,6,ENGLEWOOD,RT-4,"(41.77426133, -87.63650828)"
20-21-327-025-0000,7020 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.7664358, -87.63631152)"
20-20-404-046-0000,6757 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77080429, -87.64906193)"
20-17-407-004-0000,815 W 59TH ST,0,16,ENGLEWOOD,C1-1,"(41.7867707, -87.6456474)"
20-17-221-040-0000,911 W 57TH ST,2441,16,ENGLEWOOD,RS-3,"(41.79046971, -87.64797234)"
20-16-409-023-0000,328 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78385505, -87.63389016)"
20-16-219-018-0000,5811 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78858433, -87.62877717)"
20-16-407-012-0000,313 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78513806, -87.63359396)"
20-16-412-025-0000,6069 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78346689, -87.62862981)"
20-21-110-021-0000,6414 S LOWE AVE,0,20,ENGLEWOOD,RT-4,"(41.77753281, -87.64111537)"
20-16-111-013-0000,423 W 56TH PL,0,20,ENGLEWOOD,RS-3,"(41.79146407, -87.63644314)"
20-20-421-001-0000,921 W 69TH ST,0,6,ENGLEWOOD,RM-5,"(41.76854526, -87.64791691)"
20-29-211-021-0000,7255 S CARPENTER ST,0,6,ENGLEWOOD,RS-3,"(41.76166259, -87.65004131)"
20-28-109-029-0000,7220 S UNION AVE,0,6,ENGLEWOOD,RS-3,"(41.76275164, -87.64191263)"
20-21-310-044-0000,6847 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.76939725, -87.63802281)"
20-21-327-004-0000,7013 S NORMAL BLVD,0,6,ENGLEWOOD,RT-4,"(41.76666945, -87.63682792)"
20-17-210-024-0000,5600 S CARPENTER ST,6198,16,ENGLEWOOD,RS-3,"(41.79223818, -87.65153647)"
20-16-216-042-0000,5800 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78871681, -87.63318399)"
20-16-318-080-0000,6150 S WALLACE ST,0,16,ENGLEWOOD,RS-3,"(41.78201107, -87.64034043)"
20-20-211-024-0000,6400 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.7776945, -87.64994095)"
20-21-215-016-0000,6532 S YALE AVE,9320,20,ENGLEWOOD,RT-4,"(41.7755674, -87.63213224)"
20-21-113-033-0000,6448 S EGGLESTON AVE,0,20,ENGLEWOOD,RT-4,"(41.7766065, -87.63657421)"
20-16-100-075-0000,5545 S HALSTED ST,0,20,ENGLEWOOD,B3-2,"(41.79255902, -87.64496794)"
20-20-227-020-0000,6602 S MORGAN ST,0,6,ENGLEWOOD,B1-1,"(41.77401756, -87.64984669)"
20-16-219-005-0000,5749 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78953086, -87.62880388)"
20-20-410-004-0000,6807 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77023165, -87.6514816)"
20-29-219-045-0000,7324 S MORGAN ST,0,17,ENGLEWOOD,RS-3,"(41.76067393, -87.64950065)"
20-20-230-002-0000,6603 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.77405475, -87.64672077)"
20-20-220-034-0000,6521 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.7753139, -87.64866354)"
20-17-228-029-0000,940 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78723114, -87.64906776)"
20-17-223-017-0000,5753 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78910575, -87.6458963)"
20-21-308-006-0000,6723 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.76986903, -87.64126814)"
20-21-126-030-0000,6632 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.773342, -87.63911083)"
20-17-410-039-0000,1044 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78355175, -87.65148293)"
20-20-422-032-0000,6950 S GREEN ST,0,6,ENGLEWOOD,RT-4,"(41.76720989, -87.64603426)"
20-17-211-032-0000,5624 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79173488, -87.65030384)"
20-21-204-032-0000,6212 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.77749778, -87.63448432)"
20-17-428-025-0000,6218 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78050185, -87.64879944)"
20-20-416-033-0000,6952 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76714278, -87.65331038)"
20-21-315-024-0000,641 W 69TH ST,0,6,ENGLEWOOD,B3-2,"(41.76870498, -87.64132408)"
20-16-219-026-0000,5829 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78812736, -87.62873988)"
20-16-315-039-0000,609 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78320008, -87.64049606)"
20-20-208-047-0000,6450 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77630625, -87.65354978)"
20-17-414-032-0000,6026 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78436229, -87.64646736)"
20-17-200-023-0000,5520 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.79310398, -87.65398698)"
20-21-126-032-0000,6634 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.7732887, -87.63910934)"
20-20-406-019-0000,6751 S PEORIA ST,0,6,ENGLEWOOD,RS-3,"(41.77093993, -87.64664124)"
20-17-208-006-0000,5613 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79191762, -87.6546706)"
20-17-428-023-0000,6214 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.78063908, -87.64880275)"
20-21-105-030-0000,6328 S NORMAL BLVD,0,20,ENGLEWOOD,RT-4,"(41.77897823, -87.63785475)"
20-16-102-002-0000,657 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79378837, -87.64248367)"
20-29-214-035-0000,7228 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.76248212, -87.6459039)"
20-17-423-045-0000,6124 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78261913, -87.64529298)"
20-17-229-017-0000,5808 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78848439, -87.64778503)"
20-21-321-004-0000,7009 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76662367, -87.64406951)"
20-17-415-018-0000,6006 S HALSTED ST,0,16,ENGLEWOOD,PD 1206,"(41.78493325, -87.64528197)"
20-16-300-010-0000,5925 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78630147, -87.64480575)"
20-16-111-021-0000,405 W 56TH PL,0,20,ENGLEWOOD,RS-3,"(41.79147905, -87.63570268)"
20-17-226-032-0000,1056 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78703102, -87.65220146)"
20-16-101-043-0000,5520 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.79328839, -87.64304872)"
20-16-100-046-0000,5540 S EMERALD AVE,3010,20,ENGLEWOOD,RS-3,"(41.79275225, -87.64424809)"
20-17-408-011-0000,6029 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.78418494, -87.65447219)"
20-20-402-013-0000,6733 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.7713544, -87.65151107)"
20-21-112-010-0000,6423 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.7773155, -87.63831765)"
20-20-219-026-0000,6505 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77558433, -87.64988682)"
20-17-208-029-0000,5610 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.79196223, -87.65395696)"
20-20-429-029-0000,918 W 71ST ST,0,6,ENGLEWOOD,RT-4,"(41.76541646, -87.64769064)"
20-16-306-002-0000,5907 S EGGLESTON AVE,0,20,ENGLEWOOD,RS-3,"(41.78692006, -87.63610164)"
20-17-407-026-0000,5926 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78603846, -87.64531005)"
20-17-425-041-0000,1104 W 63RD ST,0,16,ENGLEWOOD,C1-2,"(41.77990216, -87.65239804)"
20-16-300-091-0000,5962 S UNION AVE,0,20,ENGLEWOOD,RS-3,"(41.78527704, -87.64278691)"
20-17-200-005-0000,1145 W GARFIELD BLVD,0,16,ENGLEWOOD,B3-2,"(41.79351882, -87.65420437)"
20-20-229-040-0000,908 W MARQUETTE RD,0,6,ENGLEWOOD,RS-3,"(41.77269317, -87.64746251)"
20-16-219-029-0000,5837 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78783693, -87.62875239)"
20-28-117-015-0000,7352 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.76014769, -87.63491352)"
20-16-210-038-0000,5756 S WELLS ST,0,20,ENGLEWOOD,RS-3,"(41.78924765, -87.63187656)"
20-28-117-012-0000,414 W 74TH ST,0,6,ENGLEWOOD,RT-4,"(41.76016613, -87.6354392)"
20-29-229-029-0000,7428 S GREEN ST,0,17,ENGLEWOOD,RS-3,"(41.75887209, -87.64561052)"
20-17-423-042-0000,6118 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78278473, -87.64529616)"
20-16-201-045-0000,5655 S SHIELDS AVE,0,3,ENGLEWOOD,RS-3,"(41.79112064, -87.63373366)"
20-16-301-033-0000,5912 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.78655531, -87.64171637)"
20-17-223-015-0000,5745 S GREEN ST,0,16,ENGLEWOOD,RS-3,"(41.78926826, -87.6459005)"
20-21-104-016-0000,6311 S PARNELL AVE,0,20,ENGLEWOOD,PD 280,"(41.77891471, -87.63906312)"
20-16-300-015-0000,5941 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78580942, -87.64459096)"
20-16-315-095-0000,6111 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78297971, -87.64449705)"
20-17-212-019-0000,5653 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79083107, -87.64957824)"
20-21-304-012-0000,6747 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.7711709, -87.63831997)"
20-16-116-009-0000,521 W 57TH ST,0,20,ENGLEWOOD,RS-3,"(41.79051768, -87.6387149)"
20-21-216-015-0000,6651 S YALE AVE,0,6,ENGLEWOOD,RT-4,"(41.77285589, -87.63143614)"
20-17-400-004-0000,1149 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78663288, -87.65416155)"
20-28-100-010-0000,7127 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76433512, -87.64400977)"
20-28-107-009-0000,7129 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.7644782, -87.63552187)"
20-17-425-030-0000,6236 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78037104, -87.65244547)"
20-16-107-006-0000,445 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79280694, -87.63729534)"
20-16-114-046-0000,5756 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.78909002, -87.6417234)"
20-17-226-037-0000,1044 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78703877, -87.65165585)"
20-16-418-003-0000,251 W 61ST ST,0,20,ENGLEWOOD,RS-3,"(41.78330873, -87.63233029)"
20-20-417-010-0000,6923 S MAY ST,0,6,ENGLEWOOD,RS-3,"(41.76797413, -87.65263463)"
20-16-212-014-0000,5710 S LA SALLE ST,3314,20,ENGLEWOOD,RS-3,"(41.79054096, -87.62949291)"
20-20-224-019-0000,6612 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77368254, -87.65348398)"
20-17-230-009-0000,5819 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78821913, -87.64708064)"
20-17-418-044-0000,6158 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78158115, -87.65126272)"
20-21-324-029-0000,7024 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.76620727, -87.63991091)"
20-17-414-029-0000,6020 S GREEN ST,0,16,ENGLEWOOD,PD 1206,"(41.78460113, -87.64647349)"
20-17-407-024-0000,5918 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78641888, -87.64531982)"
20-16-118-015-0000,542 W 58TH PL,0,20,ENGLEWOOD,M1-2,"(41.78923954, -87.63946076)"
20-20-419-019-0000,6931 S CARPENTER ST,3125,6,ENGLEWOOD,RS-3,"(41.76780454, -87.6502035)"
20-21-116-005-0000,737 W 65TH ST,0,20,ENGLEWOOD,RT-4,"(41.7759042, -87.64311715)"
20-16-418-004-0000,6145 S PRINCETON AVE,0,20,ENGLEWOOD,RS-3,"(41.78214795, -87.6323615)"
20-21-215-024-0000,6525 S HARVARD AVE,9104,20,ENGLEWOOD,RT-4,"(41.77573228, -87.63285371)"
20-17-428-027-0000,6222 S SANGAMON ST,0,16,ENGLEWOOD,C1-2,"(41.78036461, -87.64879615)"
20-16-325-004-0000,543 W ENGLEWOOD AVE,0,20,ENGLEWOOD,RS-3,"(41.78051108, -87.63919971)"
20-21-119-023-0000,524 W 65TH PL,0,20,ENGLEWOOD,RT-4,"(41.77555159, -87.6378924)"
20-29-218-026-0000,7302 S CARPENTER ST,0,17,ENGLEWOOD,RS-3,"(41.7612737, -87.65072979)"
20-17-407-019-0000,5957 S GREEN ST,5916,16,ENGLEWOOD,RS-3,"(41.78534549, -87.64579431)"
20-16-204-053-0000,5628 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79189261, -87.62959178)"
20-21-210-024-0000,6542 S ROSS AVE,0,20,ENGLEWOOD,RT-4,"(41.77536722, -87.63079989)"
20-20-205-002-0000,901 W 63RD ST,6033,16,ENGLEWOOD,PD 1131,"(41.77943919, -87.64819731)"
20-17-407-031-0000,5948 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78557618, -87.6450784)"
20-21-307-019-0000,6800 S UNION AVE,0,6,ENGLEWOOD,RT-4,"(41.77053785, -87.64217123)"
20-20-416-015-0000,6951 S RACINE AVE,0,6,ENGLEWOOD,B1-1,"(41.76720214, -87.65382723)"
20-16-304-006-0000,5911 S PARNELL AVE,0,20,ENGLEWOOD,RS-3,"(41.78675251, -87.6385324)"
20-16-405-016-0000,5931 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78632387, -87.62868553)"
20-21-118-006-0000,6512 S PARNELL AVE,0,20,ENGLEWOOD,RM-5,"(41.77573274, -87.63915763)"
20-20-201-012-0000,6323 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77891648, -87.65292306)"
20-21-120-011-0000,528 W 65TH PL,0,20,ENGLEWOOD,RT-4,"(41.77503014, -87.63793395)"
20-21-314-013-0000,6935 S EMERALD AVE,0,6,ENGLEWOOD,RS-3,"(41.76777857, -87.64288531)"
20-16-219-020-0000,5815 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78844717, -87.6287733)"
20-21-316-028-0000,6938 S WALLACE ST,0,6,ENGLEWOOD,RS-3,"(41.76782749, -87.6399536)"
20-20-231-029-0000,6632 S HALSTED ST,0,6,ENGLEWOOD,B3-2,"(41.77327261, -87.64499483)"
20-17-418-020-0000,6141 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78205431, -87.65178975)"
20-16-119-007-0000,435 W 57TH PL,0,20,ENGLEWOOD,RS-3,"(41.78966276, -87.63679929)"
20-17-410-014-0000,6039 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.7839356, -87.65183965)"
20-16-307-001-0000,6009 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78481888, -87.64454093)"
20-16-105-026-0000,440 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79337479, -87.63712728)"
20-20-228-017-0000,6645 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77292741, -87.6491196)"
20-29-129-025-0000,1221 W 73RD PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76023283, -87.65486531)"
20-16-112-008-0000,5727 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.78985504, -87.64467685)"
20-17-224-004-0000,5835 S RACINE AVE,0,16,ENGLEWOOD,M1-1,"(41.78769045, -87.65436152)"
20-28-108-003-0000,7209 S HALSTED ST,3152,6,ENGLEWOOD,B1-2,"(41.76306243, -87.64397895)"
20-16-415-044-0000,320 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78285278, -87.63362156)"
20-16-315-104-0000,6123 S HALSTED ST,0,16,ENGLEWOOD,B2-2,"(41.78264835, -87.64463211)"
20-21-327-030-0000,7038 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.76588372, -87.63629694)"
20-17-405-041-0000,5946 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78563257, -87.64771398)"
20-17-219-031-0000,5714 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79006023, -87.65026019)"
20-16-302-025-0000,612 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78492594, -87.64068185)"
20-17-226-033-0000,1054 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78718752, -87.65198206)"
20-21-301-016-0000,6755 S EMERALD AVE,0,6,ENGLEWOOD,RT-4,"(41.7708395, -87.6427971)"
20-17-405-010-0000,903 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78672998, -87.64764767)"
20-16-308-015-0000,734 W 61ST ST,2945,16,ENGLEWOOD,RS-3,"(41.78364926, -87.64408581)"
20-17-418-008-0000,1039 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78303439, -87.65129151)"
20-17-431-005-0000,6223 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.7809344, -87.64569761)"
20-16-316-031-0000,502 W 61ST PL,0,20,ENGLEWOOD,RS-3,"(41.78287384, -87.6377685)"
20-20-201-017-0000,6335 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.7785734, -87.65291365)"
20-21-120-012-0000,530 W 65TH PL,0,20,ENGLEWOOD,RT-4,"(41.77554944, -87.63808305)"
20-20-407-044-0000,812 W 68TH ST,0,6,ENGLEWOOD,B3-2,"(41.77079846, -87.64509816)"
20-17-400-002-0000,1153 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78663047, -87.65433758)"
20-16-204-030-0000,5649 S WENTWORTH AVE,0,3,ENGLEWOOD,B3-1,"(41.79127582, -87.63009994)"
20-20-205-019-0000,6357 S SANGAMON ST,0,16,ENGLEWOOD,RT-4,"(41.77799388, -87.6482373)"
20-28-300-012-0000,7545 S HALSTED ST,0,17,ENGLEWOOD,B1-2,"(41.75654781, -87.64386325)"
20-17-211-035-0000,5630 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.79148789, -87.65029742)"
20-17-424-013-0000,6245 S RACINE AVE,0,16,ENGLEWOOD,C1-1,"(41.78012617, -87.65417162)"
20-20-231-013-0000,6637 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77321392, -87.64549434)"
20-20-407-003-0000,6709 S GREEN ST,0,6,ENGLEWOOD,RS-3,"(41.77211962, -87.64545769)"
20-16-204-044-0000,5550 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.79272643, -87.62961382)"
20-16-111-020-0000,407 W 56TH PL,0,20,ENGLEWOOD,RS-3,"(41.79147535, -87.63588596)"
20-17-405-035-0000,5930 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78604626, -87.64772469)"
20-17-402-016-0000,5929 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.78607246, -87.65189331)"
20-17-208-022-0000,5653 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.79079502, -87.65444287)"
