PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-29-132-050-0000,1220 W 74TH PL,0,17,WEST ENGLEWOOD,RS-2,"(41.7589356, -87.65501554)"
20-20-315-002-0000,6807 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.77023882, -87.65512164)"
20-20-309-033-0000,6836 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76929452, -87.66186321)"
20-18-404-028-0000,5957 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78520615, -87.66886734)"
20-17-303-019-0000,5918 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.78622405, -87.65988372)"
20-19-422-041-0000,6942 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76703899, -87.66544245)"
20-17-321-023-0000,6139 S ADA ST,4405,16,WEST ENGLEWOOD,RT-4,"(41.78206845, -87.65793881)"
20-17-128-009-0000,5944 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78733135, -87.65871003)"
20-17-110-048-0000,5656 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79062287, -87.6612095)"
20-17-332-036-0000,1206 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77986439, -87.65488155)"
20-18-111-013-0000,5637 S HOYNE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79094494, -87.67630661)"
20-17-330-001-0000,6201 S ADA ST,3041,16,WEST ENGLEWOOD,RT-4,"(41.78117641, -87.65790971)"
20-29-129-025-0000,1221 W 73RD PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76023283, -87.65486531)"
20-19-231-034-0000,6600 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77377585, -87.66447773)"
20-18-412-024-0000,6014 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78441423, -87.66833249)"
20-17-332-031-0000,1218 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.7798577, -87.65533724)"
20-17-224-004-0000,5835 S RACINE AVE,0,16,ENGLEWOOD,M1-1,"(41.78769045, -87.65436152)"
20-17-124-030-0000,1542 W 59TH ST,0,16,WEST ENGLEWOOD,M1-1,"(41.78703772, -87.66371065)"
20-20-103-014-0000,6327 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77867592, -87.66020394)"
20-20-109-008-0000,6419 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77707689, -87.66258122)"
20-20-102-015-0000,6331 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77859, -87.66141389)"
20-20-301-026-0000,6753 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77067487, -87.66241738)"
20-19-201-010-0000,1901 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77904914, -87.6716692)"
20-19-413-042-0000,1708 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76877654, -87.666824)"
20-19-231-027-0000,6636 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77291849, -87.66445442)"
20-19-205-002-0000,1721 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77910756, -87.66755022)"
20-18-404-001-0000,1757 W 59TH ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78642722, -87.66906789)"
20-19-105-031-0000,6324 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77843935, -87.6766752)"
20-17-325-022-0000,6216 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78077379, -87.66337692)"
20-17-116-015-0000,5743 S ASHLAND AVE,4253,16,WEST ENGLEWOOD,PD 1142,"(41.78911258, -87.66430944)"
20-17-312-044-0000,1336 W 61ST ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78343163, -87.65850399)"
20-20-316-020-0000,6729 S ASHLAND AVE,0,16,WEST ENGLEWOOD,B3-2,"(41.76722506, -87.66349303)"
20-20-308-034-0000,1552 W 69TH ST,0,16,WEST ENGLEWOOD,B3-1,"(41.76881911, -87.66355166)"
20-20-308-036-0000,1548 W 69TH ST,0,16,WEST ENGLEWOOD,B3-1,"(41.76882123, -87.66336851)"
20-20-313-016-0000,6843 S ADA ST,3149,17,WEST ENGLEWOOD,RS-3,"(41.76917195, -87.65751928)"
20-18-431-009-0000,6225 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78052389, -87.66511574)"
20-17-128-007-0000,5845 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,M1-1,"(41.78735889, -87.65919852)"
20-29-124-035-0000,1262 W 73RD PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76073232, -87.65643663)"
20-19-105-026-0000,6353 S HAMILTON AVE,3294,16,WEST ENGLEWOOD,RS-3,"(41.7776059, -87.67717251)"
20-18-208-016-0000,5647 S DAMEN AVE,0,15,WEST ENGLEWOOD,B1-1,"(41.79073825, -87.67386416)"
20-17-400-002-0000,1153 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78663047, -87.65433758)"
20-18-106-023-0000,5516 S DAMEN AVE,0,15,WEST ENGLEWOOD,B1-1,"(41.79300247, -87.67441311)"
20-19-113-013-0000,6435 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77642575, -87.67591956)"
20-19-105-044-0000,2107 W 63RD ST,0,16,WEST ENGLEWOOD,RT-4A,"(41.77916843, -87.67666553)"
20-18-410-010-0000,6023 S WOLCOTT AVE,3108,15,WEST ENGLEWOOD,RS-3,"(41.78410382, -87.67126291)"
20-17-301-010-0000,1501 W 59TH ST,0,16,WEST ENGLEWOOD,B3-1,"(41.78652133, -87.66215499)"
20-17-332-014-0000,6239 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78024201, -87.6554257)"
20-20-310-008-0000,6821 S LAFLIN ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76978476, -87.6611785)"
20-17-424-013-0000,6245 S RACINE AVE,0,16,ENGLEWOOD,C1-1,"(41.78012617, -87.65417162)"
20-20-104-003-0000,1337 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77929439, -87.65840397)"
20-18-426-039-0000,1846 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77963878, -87.67090725)"
20-20-305-021-0000,6743 S ADA ST,3135,17,WEST ENGLEWOOD,RS-3,"(41.77100102, -87.65757041)"
20-17-303-031-0000,5952 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.7852504, -87.65985854)"
20-20-315-020-0000,1214 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76893882, -87.65495054)"
20-20-113-033-0000,6524 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77505656, -87.66201148)"
20-19-229-030-0000,6628 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77310226, -87.66686491)"
20-17-208-022-0000,5653 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.79079502, -87.65444287)"
20-20-309-014-0000,6833 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76935755, -87.66238028)"
20-18-116-035-0000,5754 S HOYNE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78863108, -87.67694473)"
20-17-114-020-0000,5649 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79089389, -87.65687488)"
20-29-123-028-0000,1302 W 73RD PL,0,17,WEST ENGLEWOOD,RS-2,"(41.76071645, -87.657499)"
20-19-212-016-0000,6449 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77618593, -87.66866517)"
20-19-105-045-0000,2111 W 63RD ST,0,16,WEST ENGLEWOOD,RT-4A,"(41.77916563, -87.67684836)"
20-20-309-013-0000,6831 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.76942645, -87.66238222)"
20-19-205-008-0000,1701 W 63RD ST,0,15,WEST ENGLEWOOD,B1-1,"(41.77910756, -87.66755022)"
20-17-116-035-0000,5738 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78918392, -87.66337597)"
20-19-418-006-0000,1845 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76821187, -87.67059356)"
20-19-426-025-0000,7000 S HONORE ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76653378, -87.67028837)"
20-20-101-016-0000,6333 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77850432, -87.66262156)"
20-20-315-010-0000,6827 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76968987, -87.65510673)"
20-20-319-040-0000,6942 S LOOMIS BLVD,0,6,WEST ENGLEWOOD,RS-3,"(41.76734828, -87.6593801)"
20-17-123-043-0000,5754 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.78890838, -87.65488788)"
20-18-427-004-0000,6209 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78088895, -87.66996597)"
20-18-426-041-0000,1840 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77964143, -87.6707239)"
20-20-400-018-0000,6743 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.77109109, -87.65393373)"
20-20-408-014-0000,6833 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.76952093, -87.65408771)"
20-17-116-002-0000,5705 S ASHLAND AVE,5472,16,WEST ENGLEWOOD,C2-2,"(41.79018579, -87.66433907)"
20-17-327-036-0000,1450 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77977242, -87.66136014)"
20-18-412-037-0000,1756 W 61ST ST,0,15,WEST ENGLEWOOD,RT-4,"(41.78331279, -87.66898676)"
20-18-431-004-0000,6209 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.78086698, -87.66512443)"
20-18-204-024-0000,5526 S HERMITAGE AVE,3126,15,WEST ENGLEWOOD,RS-3,"(41.79276828, -87.66855913)"
20-18-425-018-0000,6200 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78106635, -87.67187993)"
20-17-329-035-0000,1338 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.7798023, -87.65870304)"
20-29-104-035-0000,1270 W 71ST PL,0,6,WEST ENGLEWOOD,RS-2,"(41.76436855, -87.65682768)"
20-20-315-016-0000,6841 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76927801, -87.65509552)"
20-18-221-026-0000,5702 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.79016397, -87.66726924)"
20-19-418-004-0000,1851 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76821, -87.67076948)"
20-18-403-037-0000,5938 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78551317, -87.66957325)"
20-20-319-006-0000,1413 W 69TH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76834594, -87.65964922)"
20-17-100-012-0000,5541 S ASHLAND AVE,0,16,WEST ENGLEWOOD,B3-2,"(41.79241319, -87.66415622)"
20-19-113-035-0000,6430 S SEELEY AVE,3000,16,WEST ENGLEWOOD,RS-3,"(41.77656438, -87.67540611)"
20-18-116-022-0000,5714 S HOYNE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78971709, -87.67697417)"
20-19-218-011-0000,6533 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77475939, -87.67103168)"
20-17-308-019-0000,6000 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78485277, -87.66328243)"
20-19-408-038-0000,1942 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76871016, -87.67300454)"
20-17-328-042-0000,1402 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77979712, -87.65962243)"
20-18-404-012-0000,5919 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78609818, -87.66889054)"
20-19-430-046-0000,1644 W 71ST ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76514838, -87.66564954)"
20-17-124-023-0000,5814 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78805855, -87.66355409)"
20-17-102-014-0000,5527 S LAFLIN ST,3095,16,WEST ENGLEWOOD,RS-3,"(41.79285315, -87.66178148)"
20-19-406-026-0000,6759 S PAULINA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77047221, -87.66605006)"
20-18-218-019-0000,5755 S WOLCOTT AVE,3720,15,WEST ENGLEWOOD,RS-3,"(41.78869579, -87.6713847)"
20-17-321-048-0000,6152 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78154344, -87.65743466)"
20-20-318-029-0000,6934 S BISHOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76753489, -87.66060115)"
20-20-107-003-0000,1221 W 63RD ST,0,16,WEST ENGLEWOOD,C1-2,"(41.77933762, -87.65536239)"
20-17-113-045-0000,1300 W 57TH ST,6066,16,WEST ENGLEWOOD,RS-3,"(41.79064558, -87.65756752)"
20-20-331-012-0000,7031 S ELIZABETH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76591384, -87.65500404)"
20-18-430-020-0000,6222 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78058344, -87.66580916)"
20-17-321-043-0000,6144 S THROOP ST,2939,16,WEST ENGLEWOOD,RS-3,"(41.78188653, -87.65744437)"
20-17-416-043-0000,6101 S RACINE AVE,0,16,ENGLEWOOD,RS-3,"(41.78309245, -87.65424457)"
20-29-132-055-0000,7408 S RACINE AVE,3123,17,WEST ENGLEWOOD,B1-1,"(41.75924023, -87.65431811)"
20-19-202-002-0000,1855 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77905546, -87.6712348)"
20-19-203-034-0000,6340 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77806481, -87.6694128)"
20-18-110-020-0000,5612 S HOYNE AVE,3629,15,WEST ENGLEWOOD,RS-3,"(41.79161521, -87.67702538)"
20-17-123-027-0000,5704 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.79026492, -87.65512827)"
20-17-109-041-0000,5650 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79074272, -87.66241805)"
20-18-403-002-0000,1825 W 59TH ST,0,15,WEST ENGLEWOOD,B1-1,"(41.78641795, -87.67029365)"
20-17-327-034-0000,1456 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77977014, -87.66154348)"
20-17-305-014-0000,5922 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78611887, -87.65845716)"
20-18-419-026-0000,6108 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7827173, -87.6694999)"
20-19-306-026-0000,2050 W 67TH PL,3129,16,WEST ENGLEWOOD,RS-2,"(41.77140354, -87.67570049)"
20-17-116-012-0000,5737 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78931217, -87.66407596)"
20-19-218-034-0000,6542 S HONORE ST,3321,15,WEST ENGLEWOOD,RS-3,"(41.77447785, -87.67051392)"
20-20-319-007-0000,1411 W 69TH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76834737, -87.65955757)"
20-30-200-046-0000,7158 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76312233, -87.67262983)"
20-17-315-001-0000,6001 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78492915, -87.65550565)"
20-19-112-029-0000,6416 S HOYNE AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77694985, -87.67663573)"
20-18-225-034-0000,1906 W 59TH ST,0,15,WEST ENGLEWOOD,M1-1,"(41.7869135, -87.67206289)"
20-18-424-032-0000,1948 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77960218, -87.67342219)"
20-17-117-006-0000,5715 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78980841, -87.66309736)"
20-17-119-040-0000,5738 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.78930001, -87.65996243)"
20-20-108-013-0000,6435 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.77658066, -87.66375609)"
20-18-223-042-0000,5720 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C2-2,"(41.78971278, -87.66487327)"
20-20-103-001-0000,1425 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77926445, -87.6605119)"
20-19-408-021-0000,6806 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76999122, -87.67280607)"
20-18-212-034-0000,5628 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79121529, -87.66851654)"
20-20-314-027-0000,6818 S ELIZABETH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76988551, -87.65580879)"
20-29-115-009-0000,7257 S ASHLAND AVE,0,17,WEST ENGLEWOOD,B3-1,"(41.76153339, -87.66331634)"
20-17-115-014-0000,5633 S ELIZABETH ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79132303, -87.65567114)"
20-20-323-023-0000,6934 S RACINE AVE,0,6,WEST ENGLEWOOD,B1-1,"(41.76794273, -87.65454513)"
20-18-427-041-0000,1812 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77965695, -87.6696568)"
20-17-128-014-0000,1346 W 59TH ST,0,16,WEST ENGLEWOOD,M1-1,"(41.7871018, -87.6589315)"
20-18-226-026-0000,5834 S HONORE ST,0,15,WEST ENGLEWOOD,C2-1,"(41.7874528, -87.67083686)"
20-17-116-005-0000,5717 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78979229, -87.66408782)"
20-19-401-047-0000,1913 W MARQUETTE RD,0,16,WEST ENGLEWOOD,RS-3,"(41.77183593, -87.67180611)"
20-17-116-007-0000,5721 S ASHLAND AVE,0,16,WEST ENGLEWOOD,PD 1142,"(41.78965511, -87.66408444)"
20-19-202-032-0000,6336 S HONORE ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77827242, -87.67041439)"
20-19-425-041-0000,7044 S WOLCOTT AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76528991, -87.67147065)"
20-19-203-029-0000,6328 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77840775, -87.66942256)"
20-19-422-007-0000,1643 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76826554, -87.66559559)"
20-19-421-009-0000,1705 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76825455, -87.66662682)"
20-17-329-017-0000,6200 S ADA ST,2913,16,WEST ENGLEWOOD,RT-4,"(41.78116799, -87.65858617)"
20-20-304-040-0000,6746 S ADA ST,0,17,WEST ENGLEWOOD,RS-3,"(41.77092251, -87.65826778)"
20-17-106-003-0000,1247 W GARFIELD BLVD,11214,16,WEST ENGLEWOOD,RT-4,"(41.79347733, -87.65675896)"
20-20-101-002-0000,1517 W 63RD ST,0,16,WEST ENGLEWOOD,B3-2,"(41.77923581, -87.66252226)"
20-19-129-014-0000,6635 S SEELEY AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77283501, -87.6746046)"
20-19-105-009-0000,2101 W 63RD ST,0,16,WEST ENGLEWOOD,RT-4A,"(41.77917156, -87.67639242)"
20-18-229-011-0000,5804 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78827699, -87.66722016)"
20-18-429-038-0000,1712 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77969635, -87.66730292)"
20-20-310-048-0000,6820 S BISHOP ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76972464, -87.66054725)"
20-19-203-001-0000,1821 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77907193, -87.67007842)"
20-17-328-035-0000,6250 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,PD 911,"(41.78004358, -87.6597239)"
20-17-329-023-0000,6216 S ADA ST,2912,16,WEST ENGLEWOOD,RT-4,"(41.78075529, -87.65857564)"
20-18-404-013-0000,5921 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78602956, -87.66888875)"
20-17-115-029-0000,5614 S RACINE AVE,6313,16,WEST ENGLEWOOD,B1-1,"(41.79191469, -87.65517151)"
20-19-408-031-0000,6834 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76923673, -87.67278683)"
20-19-419-003-0000,1819 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76822219, -87.66964268)"
20-18-429-004-0000,6209 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78083533, -87.66754322)"
20-19-223-044-0000,6550 S ASHLAND AVE,0,15,WEST ENGLEWOOD,C1-2,"(41.77426618, -87.66449117)"
20-19-429-015-0000,7039 S HERMITAGE AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.76554527, -87.66713212)"
20-19-316-029-0000,2038 W 68TH PL,0,16,WEST ENGLEWOOD,RS-2,"(41.76959037, -87.67524207)"
20-19-430-039-0000,1648 W 71ST ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76514703, -87.66578699)"
20-17-305-022-0000,5941 S ADA ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78550343, -87.65794882)"
20-18-403-038-0000,5940 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.7854473, -87.66957153)"
20-19-214-013-0000,6433 S PAULINA ST,3690,15,WEST ENGLEWOOD,RS-3,"(41.77663001, -87.66626962)"
20-17-408-006-0000,6017 S RACINE AVE,0,16,ENGLEWOOD,B1-1,"(41.78453819, -87.65428078)"
20-20-111-014-0000,6433 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77669867, -87.66014893)"
20-19-207-009-0000,6341 S MARSHFIELD AVE,0,16,WEST ENGLEWOOD,RS-3,"(41.77825783, -87.66511066)"
20-20-108-008-0000,6423 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C1-2,"(41.77692359, -87.66376565)"
20-18-207-020-0000,5518 S ASHLAND AVE,0,16,WEST ENGLEWOOD,B3-2,"(41.79301962, -87.66495542)"
20-19-308-008-0000,2107 W 67TH PL,0,16,WEST ENGLEWOOD,RS-2,"(41.77087106, -87.67647691)"
20-20-301-034-0000,6726 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77136846, -87.66192197)"
20-18-411-032-0000,6022 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78412646, -87.66953682)"
20-17-324-014-0000,6136 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.78203242, -87.65492972)"
20-17-103-027-0000,5532 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.7927378, -87.66005073)"
20-19-200-007-0000,6315 S DAMEN AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.77875885, -87.67354018)"
20-20-316-019-0000,6943 S ASHLAND AVE,0,16,WEST ENGLEWOOD,RS-2,"(41.7672934, -87.66349505)"
20-19-408-018-0000,6800 S WINCHESTER AVE,3736,17,WEST ENGLEWOOD,RS-3,"(41.77013646, -87.67280964)"
20-17-322-008-0000,6121 S THROOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78248864, -87.65678391)"
20-17-123-037-0000,5730 S RACINE AVE,0,16,WEST ENGLEWOOD,B1-1,"(41.78957874, -87.65511025)"
20-17-307-038-0000,5944 S RACINE AVE,0,16,WEST ENGLEWOOD,C1-1,"(41.78554298, -87.65500615)"
20-17-116-018-0000,5753 S ASHLAND AVE,0,16,WEST ENGLEWOOD,C2-2,"(41.78883204, -87.66406411)"
20-19-202-005-0000,1845 W 63RD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.77905955, -87.67094582)"
20-20-115-005-0000,6509 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77556119, -87.66011892)"
20-20-317-024-0000,6953 S JUSTINE ST,4687,16,WEST ENGLEWOOD,RS-3,"(41.76701615, -87.66231433)"
20-18-423-009-0000,6123 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.7823607, -87.66516212)"
20-20-103-003-0000,1419 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77926897, -87.66019495)"
20-18-403-034-0000,5932 S WOOD ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78571079, -87.66957842)"
20-17-111-043-0000,5650 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.79077691, -87.66000013)"
20-19-418-005-0000,1849 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76821096, -87.67068151)"
20-18-217-034-0000,5738 S WOLCOTT AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78909946, -87.67209315)"
20-19-417-019-0000,6951 S WINCHESTER AVE,0,17,WEST ENGLEWOOD,RS-3,"(41.7670639, -87.67223054)"
20-20-309-002-0000,6803 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77018427, -87.66240355)"
20-20-329-018-0000,1324 W 71ST ST,0,6,WEST ENGLEWOOD,RS-3,"(41.76526009, -87.65758837)"
20-19-228-011-0000,6631 S WOOD ST,3092,15,WEST ENGLEWOOD,RS-3,"(41.77299252, -87.66857771)"
20-20-113-023-0000,6500 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77574177, -87.66203092)"
20-18-220-044-0000,5708 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RM-5,"(41.78973728, -87.66847606)"
20-17-320-047-0000,6156 S ADA ST,0,16,WEST ENGLEWOOD,RT-4,"(41.78152734, -87.65859528)"
20-17-126-017-0000,5814 S BISHOP ST,0,16,WEST ENGLEWOOD,RS-3,"(41.78814764, -87.6611455)"
20-19-422-003-0000,1653 W 69TH ST,0,17,WEST ENGLEWOOD,RS-3,"(41.76826157, -87.66596217)"
20-18-212-024-0000,5604 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79191832, -87.66853579)"
20-17-330-003-0000,6205 S ADA ST,0,16,WEST ENGLEWOOD,RT-4,"(41.78103841, -87.65790597)"
20-17-109-039-0000,5646 S LAFLIN ST,0,16,WEST ENGLEWOOD,RS-3,"(41.79087991, -87.66242201)"
20-20-320-002-0000,1355 W 69TH ST,0,6,WEST ENGLEWOOD,RS-3,"(41.7683602, -87.6587072)"
20-20-101-011-0000,6321 S JUSTINE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77884728, -87.6626312)"
20-18-422-021-0000,6153 S PAULINA ST,0,15,WEST ENGLEWOOD,RS-3,"(41.78152068, -87.66634853)"
20-18-430-027-0000,6240 S MARSHFIELD AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.78010312, -87.665797)"
20-30-206-027-0000,7116 S MARSHFIELD AVE,0,17,WEST ENGLEWOOD,RS-2,"(41.76430973, -87.66536921)"
20-17-304-017-0000,5931 S LOOMIS BLVD,0,16,WEST ENGLEWOOD,RS-3,"(41.78588114, -87.65937024)"
20-17-328-039-0000,1410 W 63RD ST,0,16,WEST ENGLEWOOD,PD 911,"(41.77979349, -87.65988461)"
20-18-212-023-0000,5602 S HERMITAGE AVE,0,15,WEST ENGLEWOOD,RS-3,"(41.79201811, -87.66832883)"
20-19-402-039-0000,6740 S HONORE ST,0,16,WEST ENGLEWOOD,RS-3,"(41.77091641, -87.67040503)"
20-18-227-010-0000,5814 S WOOD ST,0,15,WEST ENGLEWOOD,M2-1,"(41.7879275, -87.66989423)"
